Full Name,Weight,Date,Location,Division,Sex,Class,Equipment,Lift,Record Type,Record Name
Standard,497.5,,,T18-19DT,M,75,Wraps,Total,Full Power,DT 75kg Classic
Standard,207.5,,,T18-19DT,M,82.5,Wraps,S,Full Power,DT 82.5kg Classic
Standard,120,,,T18-19DT,M,82.5,Wraps,B,Full Power,DT 82.5kg Classic
Standard,217.5,,,T18-19DT,M,82.5,Wraps,D,Full Power,DT 82.5kg Classic
Standard,530,,,T18-19DT,M,82.5,Wraps,Total,Full Power,DT 82.5kg Classic
Standard,210,,,T18-19DT,M,90,Wraps,S,Full Power,DT 90kg Classic
Standard,120,,,T18-19DT,M,90,Wraps,B,Full Power,DT 90kg Classic
Standard,220,,,T18-19DT,M,90,Wraps,D,Full Power,DT 90kg Classic
Standard,532.5,,,T18-19DT,M,90,Wraps,Total,Full Power,DT 90kg Classic
Standard,217.5,,,T18-19DT,M,100,Wraps,S,Full Power,DT 100kg Classic
Standard,125,,,T18-19DT,M,100,Wraps,B,Full Power,DT 100kg Classic
Standard,230,,,T18-19DT,M,100,Wraps,D,Full Power,DT 100kg Classic
Standard,555,,,T18-19DT,M,100,Wraps,Total,Full Power,DT 100kg Classic
Standard,225,,,T18-19DT,M,110,Wraps,S,Full Power,DT 110kg Classic
Standard,130,,,T18-19DT,M,110,Wraps,B,Full Power,DT 110kg Classic
Standard,235,,,T18-19DT,M,110,Wraps,D,Full Power,DT 110kg Classic
Standard,572.5,,,T18-19DT,M,110,Wraps,Total,Full Power,DT 110kg Classic
Standard,230,,,T18-19DT,M,125,Wraps,S,Full Power,DT 125kg Classic
Standard,132.5,,,T18-19DT,M,125,Wraps,B,Full Power,DT 125kg Classic
Standard,242.5,,,T18-19DT,M,125,Wraps,D,Full Power,DT 125kg Classic
Standard,587.5,,,T18-19DT,M,125,Wraps,Total,Full Power,DT 125kg Classic
Standard,235,,,T18-19DT,M,140,Wraps,S,Full Power,DT 140kg Classic
Standard,137.5,,,T18-19DT,M,140,Wraps,B,Full Power,DT 140kg Classic
Standard,247.5,,,T18-19DT,M,140,Wraps,D,Full Power,DT 140kg Classic
Standard,602.5,,,T18-19DT,M,140,Wraps,Total,Full Power,DT 140kg Classic
Standard,240,,,T18-19DT,M,140+,Wraps,S,Full Power,DT 140+kg Classic
Standard,140,,,T18-19DT,M,140+,Wraps,B,Full Power,DT 140+kg Classic
Standard,252.5,,,T18-19DT,M,140+,Wraps,D,Full Power,DT 140+kg Classic
Standard,615,,,T18-19DT,M,140+,Wraps,Total,Full Power,DT 140+kg Classic
Standard,100,,,JuniorDT,M,52,Wraps,S,Full Power,DT 52kg Classic
Standard,57.5,,,JuniorDT,M,52,Wraps,B,Full Power,DT 52kg Classic
Standard,105,,,JuniorDT,M,52,Wraps,D,Full Power,DT 52kg Classic
Standard,255,,,JuniorDT,M,52,Wraps,Total,Full Power,DT 52kg Classic
Standard,135,,,JuniorDT,M,56,Wraps,S,Full Power,DT 56kg Classic
Standard,77.5,,,JuniorDT,M,56,Wraps,B,Full Power,DT 56kg Classic
Standard,140,,,JuniorDT,M,56,Wraps,D,Full Power,DT 56kg Classic
Standard,340,,,JuniorDT,M,56,Wraps,Total,Full Power,DT 56kg Classic
Standard,167.5,,,JuniorDT,M,60,Wraps,S,Full Power,DT 60kg Classic
Standard,97.5,,,JuniorDT,M,60,Wraps,B,Full Power,DT 60kg Classic
Standard,175,,,JuniorDT,M,60,Wraps,D,Full Power,DT 60kg Classic
Standard,425,,,JuniorDT,M,60,Wraps,Total,Full Power,DT 60kg Classic
Standard,200,,,JuniorDT,M,67.5,Wraps,S,Full Power,DT 67.5kg Classic
Standard,115,,,JuniorDT,M,67.5,Wraps,B,Full Power,DT 67.5kg Classic
Standard,210,,,JuniorDT,M,67.5,Wraps,D,Full Power,DT 67.5kg Classic
Standard,510,,,JuniorDT,M,67.5,Wraps,Total,Full Power,DT 67.5kg Classic
Standard,227.5,,,JuniorDT,M,75,Wraps,S,Full Power,DT 75kg Classic
Standard,132.5,,,JuniorDT,M,75,Wraps,B,Full Power,DT 75kg Classic
Standard,240,,,JuniorDT,M,75,Wraps,D,Full Power,DT 75kg Classic
Standard,582.5,,,JuniorDT,M,75,Wraps,Total,Full Power,DT 75kg Classic
Standard,240,,,JuniorDT,M,82.5,Wraps,S,Full Power,DT 82.5kg Classic
Standard,137.5,,,JuniorDT,M,82.5,Wraps,B,Full Power,DT 82.5kg Classic
Standard,252.5,,,JuniorDT,M,82.5,Wraps,D,Full Power,DT 82.5kg Classic
Standard,610,,,JuniorDT,M,82.5,Wraps,Total,Full Power,DT 82.5kg Classic
Standard,245,,,JuniorDT,M,90,Wraps,S,Full Power,DT 90kg Classic
Standard,142.5,,,JuniorDT,M,90,Wraps,B,Full Power,DT 90kg Classic
Standard,257.5,,,JuniorDT,M,90,Wraps,D,Full Power,DT 90kg Classic
Standard,625,,,JuniorDT,M,90,Wraps,Total,Full Power,DT 90kg Classic
Standard,255,,,JuniorDT,M,100,Wraps,S,Full Power,DT 100kg Classic
Standard,147.5,,,JuniorDT,M,100,Wraps,B,Full Power,DT 100kg Classic
Standard,270,,,JuniorDT,M,100,Wraps,D,Full Power,DT 100kg Classic
Standard,652.5,,,JuniorDT,M,100,Wraps,Total,Full Power,DT 100kg Classic
Standard,262.5,,,JuniorDT,M,110,Wraps,S,Full Power,DT 110kg Classic
Sam Nottage,175,13/04/2025,South Midlands,JuniorDT,M,110,Wraps,B,Full Power,DT 110kg Classic
Standard,277.5,,,JuniorDT,M,110,Wraps,D,Full Power,DT 110kg Classic
Standard,672.5,,,JuniorDT,M,110,Wraps,Total,Full Power,DT 110kg Classic
Standard,270,,,JuniorDT,M,125,Wraps,S,Full Power,DT 125kg Classic
Standard,157.5,,,JuniorDT,M,125,Wraps,B,Full Power,DT 125kg Classic
Standard,285,,,JuniorDT,M,125,Wraps,D,Full Power,DT 125kg Classic
Standard,690,,,JuniorDT,M,125,Wraps,Total,Full Power,DT 125kg Classic
Standard,277.5,,,JuniorDT,M,140,Wraps,S,Full Power,DT 140kg Classic
Standard,160,,,JuniorDT,M,140,Wraps,B,Full Power,DT 140kg Classic
Standard,292.5,,,JuniorDT,M,140,Wraps,D,Full Power,DT 140kg Classic
Standard,707.5,,,JuniorDT,M,140,Wraps,Total,Full Power,DT 140kg Classic
Standard,282.5,,,JuniorDT,M,140+,Wraps,S,Full Power,DT 140+kg Classic
Standard,165,,,JuniorDT,M,140+,Wraps,B,Full Power,DT 140+kg Classic
Standard,297.5,,,JuniorDT,M,140+,Wraps,D,Full Power,DT 140+kg Classic
Standard,722.5,,,JuniorDT,M,140+,Wraps,Total,Full Power,DT 140+kg Classic
Standard,117.5,,,OpenDT,M,52,Wraps,S,Full Power,DT 52kg Classic
Standard,67.5,,,OpenDT,M,52,Wraps,B,Full Power,DT 52kg Classic
Standard,125,,,OpenDT,M,52,Wraps,D,Full Power,DT 52kg Classic
Standard,300,,,OpenDT,M,52,Wraps,Total,Full Power,DT 52kg Classic
Standard,157.5,,,OpenDT,M,56,Wraps,S,Full Power,DT 56kg Classic
Standard,90,,,OpenDT,M,56,Wraps,B,Full Power,DT 56kg Classic
Standard,165,,,OpenDT,M,56,Wraps,D,Full Power,DT 56kg Classic
Standard,400,,,OpenDT,M,56,Wraps,Total,Full Power,DT 56kg Classic
Standard,195,,,OpenDT,M,60,Wraps,S,Full Power,DT 60kg Classic
Standard,112.5,,,OpenDT,M,60,Wraps,B,Full Power,DT 60kg Classic
Standard,205,,,OpenDT,M,60,Wraps,D,Full Power,DT 60kg Classic
Standard,500,,,OpenDT,M,60,Wraps,Total,Full Power,DT 60kg Classic
Standard,235,,,OpenDT,M,67.5,Wraps,S,Full Power,DT 67.5kg Classic
Standard,135,,,OpenDT,M,67.5,Wraps,B,Full Power,DT 67.5kg Classic
Standard,247.5,,,OpenDT,M,67.5,Wraps,D,Full Power,DT 67.5kg Classic
Standard,600,,,OpenDT,M,67.5,Wraps,Total,Full Power,DT 67.5kg Classic
Standard,267.5,,,OpenDT,M,75,Wraps,S,Full Power,DT 75kg Classic
Standard,155,,,OpenDT,M,75,Wraps,B,Full Power,DT 75kg Classic
Standard,282.5,,,OpenDT,M,75,Wraps,D,Full Power,DT 75kg Classic
Standard,685,,,OpenDT,M,75,Wraps,Total,Full Power,DT 75kg Classic
Gal Marsic,290,08/12/2024,Nottingham,OpenDT,M,82.5,Wraps,S,Full Power,DT 82.5kg Classic
Ryan King,172.5,08/12/2024,Nottingham,OpenDT,M,82.5,Wraps,B,Full Power,DT 82.5kg Classic
Standard,302.5,,,OpenDT,M,82.5,Wraps,D,Full Power,DT 82.5kg Classic
Gal Marsic,735,08/12/2024,Nottingham,OpenDT,M,82.5,Wraps,Total,Full Power,DT 82.5kg Classic
Standard,287.5,,,OpenDT,M,90,Wraps,S,Full Power,DT 90kg Classic
Standard,167.5,,,OpenDT,M,90,Wraps,B,Full Power,DT 90kg Classic
Standard,302.5,,,OpenDT,M,90,Wraps,D,Full Power,DT 90kg Classic
Standard,735,,,OpenDT,M,90,Wraps,Total,Full Power,DT 90kg Classic
Standard,300,,,OpenDT,M,100,Wraps,S,Full Power,DT 100kg Classic
Zac Wareing,180,08/12/2024,Nottingham,OpenDT,M,100,Wraps,B,Full Power,DT 100kg Classic
Standard,315,,,OpenDT,M,100,Wraps,D,Full Power,DT 100kg Classic
Zac Wareing,775,08/12/2024,Nottingham,OpenDT,M,100,Wraps,Total,Full Power,DT 100kg Classic
Stephen Manuel,320,08/12/2024,Nottingham,OpenDT,M,110,Wraps,S,Full Power,DT 110kg Classic
Stephen Manuel,197.5,08/12/2024,Nottingham,OpenDT,M,110,Wraps,B,Full Power,DT 110kg Classic
Stephen Manuel,332.5,08/12/2024,Nottingham,OpenDT,M,110,Wraps,D,Full Power,DT 110kg Classic
Stephen Manuel,850,08/12/2024,Nottingham,OpenDT,M,110,Wraps,Total,Full Power,DT 110kg Classic
Standard,317.5,,,OpenDT,M,125,Wraps,S,Full Power,DT 125kg Classic
Standard,182.5,,,OpenDT,M,125,Wraps,B,Full Power,DT 125kg Classic
Standard,332.5,,,OpenDT,M,125,Wraps,D,Full Power,DT 125kg Classic
Standard,810,,,OpenDT,M,125,Wraps,Total,Full Power,DT 125kg Classic
Standard,325,,,OpenDT,M,140,Wraps,S,Full Power,DT 140kg Classic
Dominic Coman,190,08/12/2024,Nottingham,OpenDT,M,140,Wraps,B,Full Power,DT 140kg Classic
Standard,342.5,,,OpenDT,M,140,Wraps,D,Full Power,DT 140kg Classic
Standard,830,,,OpenDT,M,140,Wraps,Total,Full Power,DT 140kg Classic
Standard,332.5,,,OpenDT,M,140+,Wraps,S,Full Power,DT 140+kg Classic
Standard,192.5,,,OpenDT,M,140+,Wraps,B,Full Power,DT 140+kg Classic
Standard,350,,,OpenDT,M,140+,Wraps,D,Full Power,DT 140+kg Classic
Standard,850,,,OpenDT,M,140+,Wraps,Total,Full Power,DT 140+kg Classic
Standard,102.5,,,M40-49DT,M,52,Wraps,S,Full Power,DT 52kg Classic
Standard,60,,,M40-49DT,M,52,Wraps,B,Full Power,DT 52kg Classic
Standard,110,,,M40-49DT,M,52,Wraps,D,Full Power,DT 52kg Classic
Standard,262.5,,,M40-49DT,M,52,Wraps,Total,Full Power,DT 52kg Classic
Standard,137.5,,,M40-49DT,M,56,Wraps,S,Full Power,DT 56kg Classic
Standard,80,,,M40-49DT,M,56,Wraps,B,Full Power,DT 56kg Classic
Standard,145,,,M40-49DT,M,56,Wraps,D,Full Power,DT 56kg Classic
Standard,350,,,M40-49DT,M,56,Wraps,Total,Full Power,DT 56kg Classic
Standard,172.5,,,M40-49DT,M,60,Wraps,S,Full Power,DT 60kg Classic
Standard,100,,,M40-49DT,M,60,Wraps,B,Full Power,DT 60kg Classic
Standard,180,,,M40-49DT,M,60,Wraps,D,Full Power,DT 60kg Classic
Standard,437.5,,,M40-49DT,M,60,Wraps,Total,Full Power,DT 60kg Classic
Standard,205,,,M40-49DT,M,67.5,Wraps,S,Full Power,DT 67.5kg Classic
Standard,120,,,M40-49DT,M,67.5,Wraps,B,Full Power,DT 67.5kg Classic
Standard,217.5,,,M40-49DT,M,67.5,Wraps,D,Full Power,DT 67.5kg Classic
Standard,525,,,M40-49DT,M,67.5,Wraps,Total,Full Power,DT 67.5kg Classic
Standard,235,,,M40-49DT,M,75,Wraps,S,Full Power,DT 75kg Classic
Standard,135,,,M40-49DT,M,75,Wraps,B,Full Power,DT 75kg Classic
Standard,247.5,,,M40-49DT,M,75,Wraps,D,Full Power,DT 75kg Classic
Standard,600,,,M40-49DT,M,75,Wraps,Total,Full Power,DT 75kg Classic
Standard,252.5,,,M40-49DT,M,82.5,Wraps,S,Full Power,DT 82.5kg Classic
Standard,147.5,,,M40-49DT,M,82.5,Wraps,B,Full Power,DT 82.5kg Classic
Standard,265,,,M40-49DT,M,82.5,Wraps,D,Full Power,DT 82.5kg Classic
Standard,645,,,M40-49DT,M,82.5,Wraps,Total,Full Power,DT 82.5kg Classic
Standard,252.5,,,M40-49DT,M,90,Wraps,S,Full Power,DT 90kg Classic
Standard,147.5,,,M40-49DT,M,90,Wraps,B,Full Power,DT 90kg Classic
Standard,265,,,M40-49DT,M,90,Wraps,D,Full Power,DT 90kg Classic
Standard,645,,,M40-49DT,M,90,Wraps,Total,Full Power,DT 90kg Classic
Standard,267.5,,,M40-49DT,M,100,Wraps,S,Full Power,DT 100kg Classic
Standard,155,,,M40-49DT,M,100,Wraps,B,Full Power,DT 100kg Classic
Standard,280,,,M40-49DT,M,100,Wraps,D,Full Power,DT 100kg Classic
Standard,680,,,M40-49DT,M,100,Wraps,Total,Full Power,DT 100kg Classic
Chris Brown,273,08/12/2024,Nottingham,M40-49DT,M,110,Wraps,S,Full Power,DT 110kg Classic
Chris Brown,177.5,08/12/2024,Nottingham,M40-49DT,M,110,Wraps,B,Full Power,DT 110kg Classic
Chris Brown,300,08/12/2024,Nottingham,M40-49DT,M,110,Wraps,D,Full Power,DT 110kg Classic
Chris Brown,750.5,08/12/2024,Nottingham,M40-49DT,M,110,Wraps,Total,Full Power,DT 110kg Classic
Standard,277.5,,,M40-49DT,M,125,Wraps,S,Full Power,DT 125kg Classic
Standard,160,,,M40-49DT,M,125,Wraps,B,Full Power,DT 125kg Classic
Standard,292.5,,,M40-49DT,M,125,Wraps,D,Full Power,DT 125kg Classic
Standard,710,,,M40-49DT,M,125,Wraps,Total,Full Power,DT 125kg Classic
Standard,285,,,M40-49DT,M,140,Wraps,S,Full Power,DT 140kg Classic
Standard,165,,,M40-49DT,M,140,Wraps,B,Full Power,DT 140kg Classic
Standard,300,,,M40-49DT,M,140,Wraps,D,Full Power,DT 140kg Classic
Standard,727.5,,,M40-49DT,M,140,Wraps,Total,Full Power,DT 140kg Classic
Standard,292.5,,,M40-49DT,M,140+,Wraps,S,Full Power,DT 140+kg Classic
Standard,170,,,M40-49DT,M,140+,Wraps,B,Full Power,DT 140+kg Classic
Standard,307.5,,,M40-49DT,M,140+,Wraps,D,Full Power,DT 140+kg Classic
Standard,745,,,M40-49DT,M,140+,Wraps,Total,Full Power,DT 140+kg Classic
Standard,97.5,,,M50-59DT,M,52,Wraps,S,Full Power,DT 52kg Classic
Standard,57.5,,,M50-59DT,M,52,Wraps,B,Full Power,DT 52kg Classic
Standard,102.5,,,M50-59DT,M,52,Wraps,D,Full Power,DT 52kg Classic
Standard,250,,,M50-59DT,M,52,Wraps,Total,Full Power,DT 52kg Classic
Standard,130,,,M50-59DT,M,56,Wraps,S,Full Power,DT 56kg Classic
Standard,75,,,M50-59DT,M,56,Wraps,B,Full Power,DT 56kg Classic
Standard,137.5,,,M50-59DT,M,56,Wraps,D,Full Power,DT 56kg Classic
Standard,332.5,,,M50-59DT,M,56,Wraps,Total,Full Power,DT 56kg Classic
Standard,165,,,M50-59DT,M,60,Wraps,S,Full Power,DT 60kg Classic
Standard,95,,,M50-59DT,M,60,Wraps,B,Full Power,DT 60kg Classic
Standard,172.5,,,M50-59DT,M,60,Wraps,D,Full Power,DT 60kg Classic
Standard,417.5,,,M50-59DT,M,60,Wraps,Total,Full Power,DT 60kg Classic
Standard,195,,,M50-59DT,M,67.5,Wraps,S,Full Power,DT 67.5kg Classic
Standard,112.5,,,M50-59DT,M,67.5,Wraps,B,Full Power,DT 67.5kg Classic
Standard,205,,,M50-59DT,M,67.5,Wraps,D,Full Power,DT 67.5kg Classic
Standard,500,,,M50-59DT,M,67.5,Wraps,Total,Full Power,DT 67.5kg Classic
Standard,222.5,,,M50-59DT,M,75,Wraps,S,Full Power,DT 75kg Classic
Standard,130,,,M50-59DT,M,75,Wraps,B,Full Power,DT 75kg Classic
Standard,235,,,M50-59DT,M,75,Wraps,D,Full Power,DT 75kg Classic
Standard,570,,,M50-59DT,M,75,Wraps,Total,Full Power,DT 75kg Classic
Standard,240,,,M50-59DT,M,82.5,Wraps,S,Full Power,DT 82.5kg Classic
Standard,140,,,M50-59DT,M,82.5,Wraps,B,Full Power,DT 82.5kg Classic
Standard,252.5,,,M50-59DT,M,82.5,Wraps,D,Full Power,DT 82.5kg Classic
Standard,615,,,M50-59DT,M,82.5,Wraps,Total,Full Power,DT 82.5kg Classic
Standard,240,,,M50-59DT,M,90,Wraps,S,Full Power,DT 90kg Classic
Standard,140,,,M50-59DT,M,90,Wraps,B,Full Power,DT 90kg Classic
Standard,252.5,,,M50-59DT,M,90,Wraps,D,Full Power,DT 90kg Classic
Standard,615,,,M50-59DT,M,90,Wraps,Total,Full Power,DT 90kg Classic
Standard,255,,,M50-59DT,M,100,Wraps,S,Full Power,DT 100kg Classic
Standard,147.5,,,M50-59DT,M,100,Wraps,B,Full Power,DT 100kg Classic
